OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d
4256;15;NON;RUE DES;CEVENNES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.279927186278673, 48.84286383446945], [2.2792596073278366, 48.84314335093475], [2.278641375333602, 48.843400283588]]}";48.843132484, 2.2792844581
4258;15;NON;RUE;GUTENBERG;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.281160019834022, 48.84402439669383], [2.2807407899504932, 48.84356662415447]]}";48.8437955104, 2.28095040489
4261;15;NON;RUE;GUTENBERG;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.280090867794255, 48.84286770611108], [2.279965572035787, 48.8427461678185]]}";48.842806937, 2.28002821992
4263;15;NON;RUE;LEONTINE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.279250147485807, 48.844210219183665], [2.2792012666831787, 48.84415354280826]]}";48.844181881, 2.27922570708
4268;15;NON;RUE;ANDRE LEFEBVRE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2784651195596095, 48.84344044751964], [2.2777273212976086, 48.842601119746796]]}";48.8430207836, 2.27809622043
4269;15;NON;RUE;ANDRE LEFEBVRE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278541408446308, 48.84340836823547], [2.278345072426614, 48.84318191128838], [2.2779183368421356, 48.842691745784194], [2.277748677238351, 48.84249899606049]]}";48.8429531682, 2.27814563128
4270;15;NON;RUE;AUGUSTE VITU;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.278485469853951, 48.84523953589041], [2.2781070988775802, 48.84486535797908]]}";48.8450524469, 2.27829628437
4273;15;NON;RUE;SEBASTIEN MERCIER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.282094892897291, 48.842888545826206], [2.281643007432399, 48.843054507400886], [2.281642976815647, 48.84305900549568], [2.281642166479583, 48.843063430102966], [2.281640600988548, 48.843067647096206], [2.2816383277984813, 48.843071528642426], [2.281635415818347, 48.84307495707733], [2.2816319533212477, 48.84307782847211], [2.28162804526853, 48.843080055783965], [2.281623810128013, 48.84308157149468], [2.2814700620200212, 48.843139666196926]]}";48.8430102741, 2.28177905335
4277;15;NON;RUE;SEBASTIEN MERCIER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.277879167956419, 48.84486739022314], [2.277716250523637, 48.84494587914884], [2.277665439056932, 48.84496940953987], [2.2776135264702977, 48.84499039924687], [2.2773810643064123, 48.845082454903675]]}";48.8449792333, 2.27763200191
4291;15;NON;RUE;JONGKIND;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.27931312383534, 48.839322212282525], [2.279905931299486, 48.83910210052871], [2.2802202011042563, 48.8391077993363], [2.280863748659596, 48.83955732027949], [2.2808744389261477, 48.83956824987736], [2.280883256618895, 48.83958073932102], [2.2808899776662552, 48.83959447123389], [2.2808944312757387, 48.83960909666622], [2.2808965042740534, 48.83962424396257], [2.2808961439830187, 48.83963952820605], [2.2808933595582017, 48.83965456099977], [2.2808882217562614, 48.839668960336546], [2.2808808611369065, 48.83968236030637], [2.280871464745168, 48.83969442039471], [2.280860271358287, 48.83970483413557], [2.2807915976299964, 48.839770098019336]]}";48.839302966, 2.28021326321
4303;15;NON;PLACE;ADOLPHE CHERIOUX;ZONE DE RENCONTRE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3012563410418827, 48.83967993943756], [2.3010588883241154, 48.83998001729872], [2.30086051819212, 48.840291209154316], [2.3006396396734456, 48.84063184297896], [2.3005053607765715, 48.840838747703046]]}";48.8402590423, 2.300880394
4307;13;NON;RUE;SAINT HIPPOLYTE;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3465359281222087, 48.836119866683305], [2.3456515784487286, 48.83624579508638], [2.3454154134043743, 48.83627995412765]]}";48.8361997055, 2.34597564135
4308;13;NON;RUE;SAINT HIPPOLYTE;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3454154134043743, 48.83627995412765], [2.3453514638853243, 48.8362892037329]]}";48.8362845789, 2.34538343864
4309;13;NON;RUE;SAINT HIPPOLYTE;ZONE 30;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346597592138197, 48.83611108566889], [2.3465359281222087, 48.836119866683305]]}";48.8361154762, 2.34656676013
4310;13;NON;BOULEVARD;ARAGO;VOIE 30;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346659458655057, 48.83506662806956], [2.3466269191029614, 48.8351118527101]]}";48.8350892404, 2.34664318888
4320;13;NON;RUE;EDMOND GONDINET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3473760556320706, 48.83040987519238], [2.3478505895549464, 48.830751304565936], [2.34803842884211, 48.83088483793789]]}";48.8306477396, 2.34770696826
4321;13;NON;RUE DU;CHAMP DE L ALOUETTE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344546267657397, 48.83177579594231], [2.3454749109822357, 48.832158279502124], [2.346240113926673, 48.832472572955695]]}";48.8321243892, 2.34539310657
4322;13;NON;RUE DU;CHAMP DE L ALOUETTE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346505805740304, 48.83258396204095], [2.346571485036115, 48.8326064510755], [2.3468415032796566, 48.832717863030425]]}";48.8326493006, 2.34667426236
4326;13;NON;RUE;LEON MAURICE NORDMANN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345022652917786, 48.83423373868138], [2.3453602957535926, 48.834342516591924]]}";48.8342881276, 2.34519147434
4327;13;NON;RUE;LEON MAURICE NORDMANN;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3453602957535926, 48.834342516591924], [2.3453639882735993, 48.83434370619807], [2.3455126152307035, 48.83439163539183], [2.3455369775342225, 48.83440001069634], [2.345560551013145, 48.83441040101154]]}";48.834375219, 2.34546088802
4333;10;NON;RUE DES;PETITES ECURIES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3527815402203727, 48.873325981817935], [2.353693731207219, 48.87301319257396], [2.3542525040629645, 48.872820137261336]]}";48.8730734623, 2.35351716077
4339;10;NON;RUE;BOUCHARDON;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3568365475461963, 48.86933399085476], [2.3570931797188703, 48.86969766599868], [2.357173230749411, 48.869787327521244], [2.358136423371224, 48.871164948492506]]}";48.8702465903, 2.35749019505
4343;10;NON;RUE DE;LANCRY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3636906638679376, 48.87290028446825], [2.3634218270206144, 48.872714053008934], [2.363321078844755, 48.872619526897495], [2.36268661761108, 48.87207041185332], [2.3626608313021733, 48.87204053077809], [2.3626244134998964, 48.87199512632046], [2.3625378264755166, 48.87192268527752], [2.3624449275938524, 48.87185021054673], [2.3620949303408447, 48.871519974387425], [2.3620065632569767, 48.871445738806514], [2.361449599579836, 48.87091808813656], [2.3613631618407664, 48.87083374942526], [2.361246131957066, 48.87066804756792]]}";48.8718201114, 2.36243450423
4348;10;NON;PASSAGE DES;RECOLLETS;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.360809768805878, 48.87464284096249], [2.360815880912634, 48.87465556926683], [2.360830904529226, 48.8746806342062], [2.3608343166843904, 48.87468614958389], [2.360836803600806, 48.8746921393619], [2.360838301357388, 48.87469844958528], [2.3608387714573773, 48.87470491806268], [2.360838201817817, 48.87471137853516], [2.360836607080124, 48.87471766494953], [2.360834028233759, 48.874723615726396], [2.360830531562678, 48.87472907791325], [2.3608262069416375, 48.87473391111579], [2.360821165526151, 48.87473799110645]]}";48.8746911469, 2.36082836002
4227;15;NON;BOULEVARD DE;GRENELLE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3007349832023114, 48.84836421039122], [2.300648066759236, 48.848391479466024]]}";48.8483778449, 2.30069152498
4235;15;NON;BOULEVARD DE;GRENELLE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2983860272769596, 48.84907097563846], [2.2978267560096346, 48.8492347403172]]}";48.849152858, 2.29810639164
4025;15;NON;RUE DE;PONDICHERY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2963791658344928, 48.85024202182371], [2.295730944875256, 48.850609610612786]]}";48.8504258162, 2.29605505535
4027;15;NON;RUE DE;PONDICHERY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2955474305717134, 48.85074178592523], [2.295050628940979, 48.851003467488034]]}";48.8508726267, 2.29529902976
4031;15;NON;RUE;CLODION;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.293060578816472, 48.85140311229875], [2.292890645735168, 48.851428542790316]]}";48.8514158275, 2.29297561228
4032;15;NON;RUE;DANIEL STERN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.292930960241861, 48.85132790631113], [2.292677783227633, 48.851033437055555]]}";48.8511806717, 2.29280437173
4037;15;NON;PLACE;DUPLEIX;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.294901965183591, 48.85098813365862], [2.295085059862944, 48.851111922063765]]}";48.8510500279, 2.29499351252
4038;15;NON;RUE DE;PRESLES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.296071440381488, 48.851774623501484], [2.296276022043646, 48.8519113808039]]}";48.8518430022, 2.29617373121
4043;15;NON;RUE DU;GENERAL DE LARMINAT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.297529512717371, 48.85031006793392], [2.2975316643362373, 48.850310386244225], [2.2981989350166905, 48.85042837512551], [2.298709037676843, 48.85051398049289], [2.2987431236975144, 48.85053401906625]]}";48.8504168005, 2.29813847167
4045;15;NON;RUE DU;GENERAL DE LARMINAT;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.297398619274829, 48.850290703496114], [2.297529512717371, 48.85031006793392]]}";48.8503003857, 2.297464066
4050;15;NON;PASSAGE DU;GUESCLIN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2974516959756843, 48.8517359235516], [2.297346705967498, 48.85180798970051], [2.2972972466435393, 48.85184577110759], [2.2972733832112646, 48.851865243737016], [2.297123163260509, 48.851985499136205], [2.2970365815833373, 48.85205363521419], [2.2970354429778346, 48.85207324130342], [2.296983399966578, 48.852108123162566], [2.296856899829596, 48.852193560684874], [2.296706950447817, 48.85229362750574]]}";48.8520185429, 2.29708144476
4053;15;NON;PLACE DU;CARDINAL AMETTE;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2962119223111173, 48.850955316642484], [2.2966571174648855, 48.85067527944874], [2.296691445478775, 48.85066203587012], [2.29672736724835, 48.850654071487995], [2.2967640758774164, 48.85065156520305], [2.2968040626874715, 48.85065649851692], [2.296843398311823, 48.85066521581129], [2.2968817255067786, 48.85067763791622], [2.296916962190851, 48.85069389647291], [2.2969497932693566, 48.85071458668446], [2.2969796644267886, 48.850739359220135], [2.296996826803845, 48.85076207180769], [2.29701029193472, 48.850787153655105], [2.2970197394275265, 48.85081400796014], [2.297020892647288, 48.850826763960484], [2.2970200474958187, 48.85083954406924], [2.2970172245503004, 48.85085203712488], [2.297012492541916, 48.85086393895488], [2.2970059666824305, 48.850874959781464], [2.2969978058590907, 48.85088483127695], [2.2969810041252745, 48.850901149910484], [2.2969623682661267, 48.85091533796227], [2.296942166760688, 48.850927191030976], [2.29654189664406, 48.85118153525443]]}";48.850860066, 2.29669518382
4057;15;NON;RUE;LEROI GOURHAN;ZONE 30;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.293807803649479, 48.85187517123569], [2.294121115546983, 48.85209266650849]]}";48.8519839189, 2.2939644596
4065;15;NON;RUE;FONDARY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2986217134443803, 48.846012781606106], [2.297956674613125, 48.846268575796365], [2.297088639772093, 48.846600545971896], [2.296041636238591, 48.8469994831248]]}";48.8465069872, 2.297332002
4070;15;NON;RUE;FONDARY;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2933205817136293, 48.84805652475055], [2.292643411158561, 48.848319941920785], [2.2923198331774155, 48.84844524044029], [2.2921958536636753, 48.848493750408416], [2.292086539023822, 48.84853072011298], [2.2920414225949433, 48.84854593870673], [2.2919969775817015, 48.84856301906235], [2.291042658857151, 48.84895180673563]]}";48.8484999011, 2.29217991629
4074;15;NON;RUE;TOURNUS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2944423977175656, 48.84705364208785], [2.29444298480786, 48.84705431791094], [2.294760819872855, 48.84742323751929]]}";48.8472384386, 2.29460161018
4076;15;NON;RUE;TOURNUS;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2942936669229126, 48.84688243251341], [2.294294105352433, 48.84688293603431], [2.2944423977175656, 48.84705364208785]]}";48.846968037, 2.29436803261
4080;15;NON;RUE DE L;AVRE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.29861981377328, 48.8486264138197], [2.298327796094395, 48.84840097312034], [2.2981046616806493, 48.848228375852294], [2.298073459110017, 48.848214579682946], [2.2980325199699503, 48.84819125638827], [2.2978780740324614, 48.84807256710181], [2.2978524912654286, 48.84804104761811], [2.297841041011274, 48.84802559168194], [2.29776915497175, 48.84796953356567], [2.2973635343537024, 48.84765653628319], [2.2972836569787662, 48.84759463054531]]}";48.8481124414, 2.29795027774
4081;15;NON;RUE;EDMOND ROGER;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2895897527059064, 48.84512091303469], [2.28997337926196, 48.84557103070886], [2.289995538162105, 48.845587428468974], [2.290019990973953, 48.84560015495259], [2.290046134656269, 48.84560889630645], [2.29007332446854, 48.845613436956306], [2.2901008898711948, 48.84561366492325], [2.290128151062067, 48.84560957458529], [2.290154435741288, 48.84560126681599], [2.2909233775188746, 48.845312126997804]]}";48.8454334698, 2.29020258326
4088;15;NON;RUE;VIOLET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.293440203623395, 48.84807448722812], [2.293844470855716, 48.84853963942373], [2.2940519221912172, 48.84877519159585], [2.2943577692988937, 48.84912689716962], [2.2945467268949167, 48.849344314044544]]}";48.8487093616, 2.29399350976
4095;15;NON;PLACE DU;COMMERCE;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2921865857336114, 48.84544454522476], [2.2922198357521126, 48.84548319547857], [2.2922280029099955, 48.845486637323845], [2.2922366226968616, 48.84548869840151], [2.292245463412694, 48.84548932330977], [2.2922542874189022, 48.845488495251075], [2.2922628575260506, 48.845486236483666], [2.292773837149027, 48.8452897457087], [2.293487052299494, 48.845011298416324], [2.2938693705733266, 48.84486252794391]]}";48.8451908182, 2.29302208817
4097;15;NON;RUE DU;COMMERCE;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.293083957941001, 48.84374847272745], [2.2933720304633036, 48.8440825215909], [2.2936768180940366, 48.84443561471149]]}";48.8440920788, 2.29338034733
4102;15;NON;RUE DU;COMMERCE;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.2966505873767895, 48.8478804352858], [2.296839573966525, 48.84809717826676], [2.296868811295576, 48.848128438801275], [2.2969038453818045, 48.84816611942523], [2.2969415824261112, 48.84820109273086], [2.2970309071763237, 48.84828117117684], [2.297216609508336, 48.84844764981957], [2.2972911753252334, 48.848512835434825]]}";48.8482062931, 2.29696117166
4103;15;NON;RUE DU;COMMERCE;ZONE DE RENCONTRE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.297355178632686, 48.848568787108064], [2.2973846544020162, 48.848594554764915], [2.2974528454657173, 48.84865409698422], [2.297488895967176, 48.848685920733395], [2.297546898565642, 48.8487365056338], [2.2977224647734893, 48.84889036281008]]}";48.8487295345, 2.29753885697
3528;5;NON;RUE;SCIPION;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354248442575234, 48.83775485243042], [2.3539497167351526, 48.83807581163032], [2.353745308773186, 48.838296582495566], [2.3537201265183807, 48.83831180702001], [2.353720995358776, 48.83831124280395]]}";48.8380365956, 2.35398624252
3535;5;NON;RUE;POLIVEAU;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359827683100022, 48.84030917193244], [2.3594222739059814, 48.84029700746145], [2.359281935209273, 48.84027626746956], [2.35915896951898, 48.840249909412734], [2.359021945533433, 48.84022347590011], [2.35888840300721, 48.84017778635895], [2.358738542884247, 48.84013986177894], [2.358470034919358, 48.84007631525941], [2.3584046769855807, 48.84006168729781], [2.358256954005689, 48.840025915184384], [2.3581469312085384, 48.84000248099679], [2.357975144942498, 48.839988709434124], [2.357767997626147, 48.83994833452946], [2.3577202960178734, 48.83994022582863], [2.3575972967179872, 48.839916721456504], [2.357287636136068, 48.83985794835071], [2.356892747608317, 48.83978229721287], [2.3568139898453944, 48.83976688246138], [2.3566780409146255, 48.83974116589161], [2.3566748482955457, 48.83974048956199]]}";48.8400452745, 2.35825002333
3539;5;NON;RUE DU;FER A MOULIN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3561694598897445, 48.8395892304248], [2.3560616458529156, 48.83956223682809], [2.355962253817086, 48.839553849150946], [2.355769318003046, 48.83950141143974], [2.355670928111855, 48.83949945376553], [2.355669618793409, 48.83949909592084]]}";48.839538725, 2.35592011295
3551;5;NON;RUE;LARREY;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.353879161141031, 48.841393821641326], [2.3537876551524546, 48.84176336846896], [2.353724820237039, 48.842026054683124], [2.35372478413743, 48.84202648584147]]}";48.84171, 2.35380132999
3574;5;NON;RUE DES;ARENES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3534635515365734, 48.8444758931821], [2.353843694529765, 48.845008101234896], [2.3538515629895507, 48.845017668533764], [2.3538870464898136, 48.84503316545938], [2.3539243209716374, 48.84504808338164], [2.353998248131125, 48.84505613523878], [2.354494653486537, 48.845111477963954]]}";48.8449088553, 2.35391126207
3583;13;NON;RUE;BROCA;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346410907424401, 48.835216537582184], [2.346593040938789, 48.83574058388918], [2.3466215208831205, 48.8358264387925], [2.34665871077912, 48.83594295887682], [2.346676258436656, 48.83599408408744]]}";48.8356048285, 2.34654502131
3590;5;NON;RUE DE L;ARBALETE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3460285625444675, 48.83929137539708], [2.3466541694269183, 48.83956838064272], [2.3470500013366484, 48.839743440974004]]}";48.8395174608, 2.34653925865
3600;5;NON;RUE;ORTOLAN;ZONE 30;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349501426101977, 48.84311909940414], [2.3496911068521076, 48.84316921004464], [2.3497053335540845, 48.84316991378294]]}";48.8431458745, 2.34960316769
3603;5;NON;RUE;MALUS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3524080083117207, 48.84325779234672], [2.352637764622766, 48.84326787695018]]}";48.8432628346, 2.35252288647
3609;5;NON;RUE DES;PATRIARCHES;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3505990325156016, 48.84057012433821], [2.3505624467546022, 48.84041714300041]]}";48.8404936337, 2.35058073964
3610;5;NON;RUE DES;PATRIARCHES;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.350774939759104, 48.84149007310824], [2.3507822120271658, 48.8414841559334], [2.350788508914343, 48.84147720985157], [2.350793686427235, 48.84146939370155], [2.350797626169612, 48.84146088621832], [2.3508002380498323, 48.84145188194586], [2.3508014623410007, 48.84144258678841], [2.3508012710467696, 48.841433213302004], [2.3507327412628, 48.841135011578324]]}";48.8413158759, 2.35077161805
3615;5;NON;RUE DE;MIRBEL;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3516482498611357, 48.84085746095732], [2.3512913641050757, 48.84094289244904], [2.351072658477255, 48.8409780376438], [2.350807564274634, 48.84100416105021]]}";48.8409441306, 2.3512301773
3617;5;NON;RUE;LACEPEDE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3520790868138572, 48.84383326158965], [2.35168237290737, 48.84391992902403]]}";48.8438765953, 2.35188072986
3620;5;NON;RUE;LACEPEDE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3514905663401877, 48.8439482768412], [2.3513866177353466, 48.843971525112686]]}";48.843959901, 2.35143859204
3627;5;NON;RUE;RATAUD;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345844009906719, 48.84195164710014], [2.345838911617947, 48.84194883489446], [2.3458275567408657, 48.84194052271184], [2.345817560000534, 48.841930618632055], [2.34580914244132, 48.841919341650616], [2.345802490189301, 48.84190694112012], [2.345715497615959, 48.841716086201316], [2.345510125358977, 48.84127142639618], [2.345321737061543, 48.84086021470986], [2.345272982393842, 48.840756576617295]]}";48.8413596063, 2.345551391
3635;5;NON;RUE D;ULM;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3441921619877775, 48.842351413069274], [2.344192913438238, 48.84235289713845], [2.344356004498845, 48.8426724616817]]}";48.8425119386, 2.34427408089
3643;5;NON;RUE DE L;ABBE DE L EPEE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.341404305041386, 48.843406135680986], [2.340812127318023, 48.84356786803724], [2.3405787514979584, 48.84363132630633], [2.3405159134202145, 48.84364794114425], [2.3404518330953406, 48.8436588218068], [2.340060148365459, 48.843729760291914], [2.3398562372775156, 48.84376518452984], [2.339616782698859, 48.843808766340956], [2.3395533428935438, 48.84382094730753], [2.339396232627378, 48.843858717656396]]}";48.8436498849, 2.34040428852
3646;5;NON;RUE;PIERRE NICOLE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3397508007382677, 48.841130721503255], [2.3393797289230003, 48.84064258315657], [2.3387593879833433, 48.83983274249139], [2.3384304418330584, 48.83940511227211]]}";48.8402671746, 2.33909159203
3652;5;NON;RUE DU;VAL DE GRACE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.339694573672103, 48.841224961535644], [2.339090378064882, 48.84139485795545]]}";48.8413099097, 2.33939247587
3654;5;NON;AVENUE;GEORGES BERNANOS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.33725885816976, 48.839695304343486], [2.337323039270895, 48.84010741058477], [2.3373818791050156, 48.840464896906965], [2.337430922742522, 48.84077215952527]]}";48.8402338214, 2.33734432516
3661;5;NON;RUE DU;CARDINAL LEMOINE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3499391020425366, 48.84523414740685], [2.350120497650103, 48.84544084147241], [2.3502442717885783, 48.84558208125751], [2.3502382214200037, 48.845604428719895], [2.3503640964275125, 48.845750822478266], [2.350388600744436, 48.84577687378659], [2.3504161548292872, 48.84579967520368], [2.350453289557562, 48.845831970133986]]}";48.8455365172, 2.35019433391
